Id,y
50233,2.1235523
50234,1.3716358
50235,1.5345957
50236,1.7388641
50237,1.8779907
50238,1.7962716
50239,2.0289443
50240,2.057458
50241,1.459595
50242,2.3549547
50243,1.8611621
50244,1.4675999
50245,2.069765
50246,1.9249696
50247,1.215805
50248,2.6997035
50249,2.3605487
50250,2.1633399
50251,1.8969367
50252,2.6262498
50253,2.0959399
50254,1.7182074
50255,2.0503774
50256,2.0216446
50257,1.8373576
50258,1.6563848
50259,2.210833
50260,1.2908853
50261,2.362514
50262,1.6303787
50263,1.8059748
50264,1.2353041
50265,1.7612715
50266,1.7274121
50267,2.0804663
50268,1.7283475
50269,1.7339242
50270,2.1629047
50271,1.868057
50272,1.7832794
50273,2.4309282
50274,2.0888526
50275,1.5020225
50276,2.4159987
50277,1.6906056
50278,1.6991621
50279,1.8452525
50280,1.7970002
50281,1.4893882
50282,2.0098996
50283,2.204678
50284,1.4096713
50285,2.0079484
50286,1.860524
50287,2.5010927
50288,2.01544
50289,1.4945922
50290,1.6681683
50291,2.0352933
50292,1.7398751
50293,2.3475342
50294,1.2891281
50295,1.8592794
50296,2.1281693
50297,1.6512341
50298,1.9415662
50299,1.9269685
50300,1.841941
50301,1.9890445
50302,2.2932973
50303,2.2925127
50304,1.447729
50305,1.1960208
50306,1.5209081
50307,2.1274266
50308,2.1021988
50309,1.1493187
50310,2.2945428
50311,2.0184693
50312,2.0778105
50313,2.1917179
50314,1.7114699
50315,1.8017704
50316,1.4102166
50317,1.508486
50318,2.1596704
50319,2.131662
50320,2.200097
50321,2.2591019
50322,2.3297658
50323,1.2766302
50324,1.685307
50325,1.7050964
50326,1.7154229
50327,2.0297613
50328,2.0122352
50329,2.1702237
50330,1.5228615
50331,2.0127034
50332,1.3299321
50333,1.7886778
50334,2.0526774
50335,1.6905377
50336,2.4518397
50337,1.6789957
50338,1.8759232
50339,1.7912564
50340,1.8280749
50341,1.4529301
50342,1.8950236
50343,1.2743976
50344,1.6873959
50345,2.2375112
50346,1.475917
50347,2.093386
50348,2.2604465
50349,1.3608322
50350,2.2687545
50351,1.8149148
50352,1.5787064
50353,1.3761184
50354,1.3557032
50355,1.5871042
50356,1.9345158
50357,1.8498595
50358,2.1264362
50359,1.879594
50360,2.0758305
50361,1.6813273
50362,1.7605897
50363,1.7860389
50364,1.9149585
50365,1.6044743
50366,1.9112084
50367,1.615118
50368,2.401545
50369,2.5058305
50370,2.4716663
50371,1.8144324
50372,2.2725685
50373,1.8040574
50374,1.7257979
50375,2.0191085
50376,2.0650067
50377,1.5011963
50378,1.9591069
50379,1.8353865
50380,1.9084005
50381,1.9137737
50382,2.0805478
50383,2.0547152
50384,1.612431
50385,2.1852174
50386,1.5565922
50387,2.1951962
50388,1.7904232
50389,1.7892873
50390,1.469143
50391,2.0967238
50392,1.9133993
50393,1.777091
50394,1.4908385
50395,1.8013818
50396,2.1000354
50397,1.580916
50398,1.4741306
50399,1.6680123
50400,2.2495685
50401,1.2874132
50402,1.7641547
50403,1.5655344
50404,1.7417493
50405,1.8117205
50406,2.4085221
50407,1.9185121
50408,1.9041854
50409,1.7995142
50410,1.6572425
50411,2.1148329
50412,2.146675
50413,1.8409406
50414,1.8500178
50415,2.0203502
50416,1.9519548
50417,1.6914212
50418,2.1395597
50419,1.8079338
50420,1.4266953
50421,1.9627285
50422,2.1262832
50423,2.2110772
50424,1.5450729
50425,1.7099737
50426,1.9240758
50427,2.2448196
50428,2.3879762
50429,1.9361014
50430,2.2627919
50431,1.8295792
50432,1.6664609
50433,1.1333678
50434,2.3083713
50435,2.304994
50436,2.081266
50437,2.0625737
50438,1.6098078
50439,1.9146678
50440,1.8463959
50441,2.1948156
50442,2.3219142
50443,2.1038914
50444,1.7630762
50445,1.4922546
50446,1.6573198
50447,1.5328724
50448,1.6591735
50449,2.1232033
50450,2.050269
50451,2.172926
50452,2.7069657
50453,2.2945683
50454,1.7981087
50455,1.9193376
50456,1.370199
50457,1.3921196
50458,1.9465584
50459,1.835521
50460,1.9583707
50461,1.5676688
50462,2.142446
50463,2.0877352
50464,1.7525321
50465,1.8306358
50466,1.4746971
50467,2.2747176
50468,1.5734085
50469,1.6594281
50470,1.4320309
50471,1.967972
50472,2.0877776
50473,1.7920967
50474,1.9567528
50475,1.9439492
50476,1.8956224
50477,1.8267165
50478,2.3101792
50479,2.3248627
50480,1.8040445
50481,2.0629907
50482,2.6859903
50483,1.675874
50484,1.6444004
50485,1.6019874
50486,2.2338853
50487,2.1135204
50488,1.8361689
50489,1.9071871
50490,1.908655
50491,2.4961772
50492,1.7492423
50493,1.8503426
50494,2.6088822
50495,1.5104166
50496,1.6579286
50497,1.8247917
50498,1.6766858
50499,1.2244493
50500,1.6373626
50501,1.8428361
50502,1.5443566
50503,1.7041254
50504,1.35535
50505,1.6432992
50506,1.6771212
50507,2.1638548
50508,2.2113552
50509,1.3942614
50510,1.6352934
50511,1.6271391
50512,2.0642495
50513,2.2948318
50514,1.9374298
50515,1.6488719
50516,2.0159616
50517,2.1387563
50518,1.0957501
50519,1.3298653
50520,1.9481205
50521,1.6810093
50522,2.025566
50523,1.4241779
50524,2.238626
50525,1.5616845
50526,1.7856045
50527,1.5354756
50528,2.2424548
50529,1.1236097
50530,1.735945
50531,1.9888371
50532,2.4594972
50533,1.9091123
50534,2.115058
50535,1.8184738
50536,1.6108366
50537,1.9212966
50538,2.4494672
50539,1.709489
50540,2.39016
50541,1.8941214
50542,1.7041413
50543,1.3874973
50544,1.6321644
50545,2.1296487
50546,2.3281066
50547,1.931121
50548,2.2606237
50549,1.8570973
50550,1.5980973
50551,1.7348094
50552,1.4221373
50553,1.7088364
50554,2.1566591
50555,1.9750096
50556,1.2960968
50557,2.378318
50558,2.2729516
50559,1.824472
50560,1.5538223
50561,2.0187888
50562,2.0640364
50563,1.6841154
50564,2.05399
50565,2.2191532
50566,1.9799784
50567,2.1438959
50568,1.5024413
50569,1.6417389
50570,1.8027687
50571,2.3347363
50572,2.176025
50573,1.7519822
50574,1.4099389
50575,2.1661596
50576,1.4423045
50577,1.9577227
50578,1.7104383
50579,1.7445118
50580,1.9366723
50581,2.0056856
50582,2.2930436
50583,2.1249514
50584,1.6524544
50585,2.0107684
50586,2.200018
50587,1.4991931
50588,2.2303689
50589,1.826734
50590,1.9983313
50591,2.2913315
50592,1.9052935
50593,1.9480879
50594,2.1861973
50595,1.1711303
50596,1.7603565
50597,1.6476692
50598,1.2702785
50599,2.4289212
50600,1.4835966
50601,1.5991309
50602,2.2847257
50603,1.5045701
50604,1.3746994
50605,1.8021461
50606,1.7561588
50607,1.8304653
50608,2.4020534
50609,2.063899
50610,2.4872859
50611,2.0265415
50612,1.749268
50613,2.145918
50614,1.2332008
50615,1.930037
50616,1.5968642
50617,1.8257432
50618,1.794023
50619,1.9388187
50620,1.4557955
50621,1.8043672
50622,1.9715995
50623,1.9776134
50624,2.0113692
50625,1.5190392
50626,1.6694534
50627,2.089991
50628,2.0527813
50629,1.579555
50630,2.2332296
50631,1.7031329
50632,2.0974114
50633,2.0845053
50634,1.9174461
50635,2.1670885
50636,2.1123877
50637,1.7431765
50638,2.5420406
50639,1.9293406
50640,1.7951323
50641,2.1514611
50642,2.1432862
50643,1.6597368
50644,1.7187474
50645,1.4144704
50646,2.1474152
50647,2.052806
50648,1.7210882
50649,1.8522918
50650,1.883145
50651,1.4379792
50652,2.484776
50653,2.0824354
50654,2.29079
50655,1.5749042
50656,1.6228412
50657,1.7946974
50658,1.4478967
50659,2.3726106
50660,2.3163152
50661,1.8820184
50662,1.4505494
50663,1.8637779
50664,2.3573291
50665,1.4643455
50666,1.7588671
50667,1.769613
50668,1.113981
50669,2.4179568
50670,1.7929504
50671,1.796603
50672,1.7285306
50673,1.1848356
50674,2.1560078
50675,1.9014614
50676,1.914063
50677,1.5120835
50678,1.7387158
50679,2.1250591
50680,1.9019663
50681,1.9627396
50682,1.0443943
50683,1.9647424
50684,2.0847409
50685,1.508528
50686,1.7834084
50687,1.6391785
50688,1.4707894
50689,1.9342772
50690,2.3928401
50691,1.6694384
50692,2.1333706
50693,1.7063799
50694,2.2127895
50695,2.279175
50696,2.4048347
50697,1.2259768
50698,1.7690332
50699,2.482442
50700,1.2546759
50701,2.1193986
50702,1.5642872
50703,2.3374732
50704,1.7703477
50705,2.100384
50706,1.4686036
50707,1.7825079
50708,1.5814376
50709,2.0374746
50710,2.5329692
50711,1.4506379
50712,1.4082971
50713,1.7959704
50714,2.0516615
50715,1.757032
50716,1.1480209
50717,2.0713747
50718,2.0971656
50719,2.3456898
50720,1.1829709
50721,1.649406
50722,2.087732
50723,1.4228256
50724,1.9135644
50725,1.3480546
50726,1.5333015
50727,2.2755752
50728,2.194595
50729,1.569284
50730,1.7080839
50731,1.8253301
50732,2.2597675
50733,1.2357795
50734,1.1739175
50735,2.1842546
50736,1.3118427
50737,1.5599942
50738,1.7933897
50739,2.2068639
50740,2.1878552
50741,2.0792532
50742,1.7501302
50743,2.0033906
50744,1.6476284
50745,1.3513222
50746,1.360913
50747,2.1260316
50748,1.6217542
50749,1.5668595
50750,1.2442613
50751,1.9930232
50752,1.7189288
50753,1.5858563
50754,1.9038349
50755,1.3967841
50756,1.7678306
50757,1.9566011
50758,1.85377
50759,1.5764384
50760,1.7772181
50761,1.8304712
50762,2.652875
50763,1.8025731
50764,1.9184606
50765,1.2516592
50766,2.1390948
50767,2.3371158
50768,1.4470986
50769,2.205731
50770,2.3538556
50771,2.0581212
50772,2.2736905
50773,2.0209992
50774,1.7201059
50775,2.2905433
50776,1.9618359
50777,2.0587838
50778,1.7186697
50779,1.4681479
50780,1.633266
50781,1.6686995
50782,1.8210107
50783,1.3624775
50784,1.3138182
50785,2.1226687
50786,1.4703621
50787,2.147647
50788,2.0014138
50789,2.2809458
50790,1.5035853
50791,1.3901939
50792,2.0280356
50793,1.9809642
50794,1.1933601
50795,2.056385
50796,1.8397803
50797,2.169001
50798,1.606071
50799,2.1232595
50800,1.6759131
50801,1.6801064
50802,1.7118334
50803,1.6951722
50804,2.0433068
50805,2.029323
50806,1.6142644
50807,1.6218562
50808,2.0407157
50809,1.3065183
50810,1.7893623
50811,1.1066747
50812,1.989988
50813,2.062373
50814,2.4027202
50815,2.2539268
50816,1.7496034
50817,1.4133613
50818,2.1874542
50819,1.9077768
50820,1.848518
50821,1.7889271
50822,1.6408082
50823,1.5597734
50824,1.9124663
50825,1.8446898
50826,1.8905673
50827,1.6956031
50828,2.0575228
50829,1.8918462
50830,1.5813065
50831,2.017581
50832,2.1738598
50833,1.3416777
50834,2.4158916
50835,1.9102056
50836,1.5725932
50837,1.6540453
50838,1.8696105
50839,2.3196754
50840,1.7715658
50841,1.8126142
50842,1.8535974
50843,2.0324488
50844,1.4053531
50845,1.811764
50846,2.2047157
50847,1.9690986
50848,2.322579
50849,2.0201936
50850,1.918531
50851,1.1114808
50852,1.762701
50853,2.1928656
50854,1.8723376
50855,1.9957008
50856,1.9439423
50857,2.1421957
50858,1.8851377
50859,1.5034804
50860,1.3962083
50861,1.950136
50862,1.8407606
50863,1.3769522
50864,2.8315225
50865,2.082162
50866,1.6998589
50867,1.6203249
50868,1.6047566
50869,1.7759669
50870,2.1127353
50871,2.1919167
50872,1.4488854
50873,1.7165103
50874,1.8534685
50875,1.7814881
50876,1.6580162
50877,1.7235241
50878,1.344503
50879,1.4353423
50880,1.8045158
50881,1.6506767
50882,1.8198669
50883,1.3518414
50884,2.102015
50885,1.8957733
50886,1.8384974
50887,1.5099543
50888,1.8992757
50889,2.05129
50890,1.5393302
50891,2.0243533
50892,1.4958361
50893,1.9469814
50894,1.7538872
50895,2.1220856
50896,1.7625619
50897,1.9081953
50898,1.6551039
50899,1.8586466
50900,2.2561288
50901,1.6433966
50902,2.2992342
50903,1.7512146
50904,2.2622206
50905,1.5077865
50906,1.7464786
50907,1.314095
50908,2.4994705
50909,1.8591597
50910,2.1976647
50911,1.2639185
50912,1.7090492
50913,1.6353482
50914,1.7516359
50915,1.5527639
50916,2.30508
50917,1.7277232
50918,1.4973243
50919,1.7464422
50920,2.4353387
50921,1.7195611
50922,1.7238238
50923,1.568908
50924,2.2285047
50925,1.5589526
50926,1.734932
50927,2.4785376
50928,1.9520655
50929,1.0628349
50930,1.6014072
50931,1.9022583
50932,1.6483788
50933,1.7190163
50934,1.8683138
50935,1.4200811
50936,2.2853775
50937,2.2435017
50938,1.6764134
50939,1.8522558
50940,1.2706034
50941,2.0332005
50942,1.6338472
50943,1.5831902
50944,2.3514352
50945,2.0776358
50946,1.7619201
50947,1.9715455
50948,1.807732
50949,1.6440299
50950,2.1658134
50951,2.3200574
50952,1.8365579
50953,1.3671958
50954,1.9624624
50955,2.303903
50956,1.3025627
50957,2.3527322
50958,2.210546
50959,2.31735
50960,1.940373
50961,1.737236
50962,2.0232177
50963,2.3881598
50964,1.5711534
50965,2.1313624
50966,1.2845103
50967,1.8562006
50968,2.237481
50969,1.8828503
50970,1.6849449
50971,1.8624486
50972,1.7332833
50973,1.9443445
50974,1.8560147
50975,2.2327461
50976,1.4215337
50977,1.7320967
50978,1.6127934
50979,1.7192607
50980,2.3632932
50981,1.9674146
50982,2.046118
50983,1.8440077
50984,1.9055399
50985,2.081312
50986,1.6183856
50987,1.4186038
50988,1.8434576
50989,2.5780866
50990,1.1596315
50991,2.037732
50992,1.9897671
50993,2.191233
50994,2.0139532
50995,1.5494925
50996,1.2058156
50997,1.7506679
50998,1.8636637
50999,2.1792457
51000,1.6726849
51001,1.9992373
51002,1.8856173
51003,1.8149183
51004,2.029788
51005,1.670163
51006,2.0999506
51007,2.440116
51008,1.8589559
51009,1.6384214
51010,2.1574233
51011,1.9129167
51012,1.6273104
51013,1.4680176
51014,1.799136
51015,1.2982515
51016,1.9929941
51017,1.8979237
51018,1.4196794
51019,2.0353835
51020,1.7213982
51021,1.8270713
51022,1.6533587
51023,2.3302734
51024,1.7352123
51025,1.9399176
51026,2.1903653
51027,2.3028486
51028,2.2252796
51029,2.2200713
51030,2.2498887
51031,1.6553698
51032,1.5093505
51033,1.9906685
51034,1.8067658
51035,2.6537864
51036,2.4704688
51037,2.2553298
51038,1.4873202
51039,1.9084433
51040,2.055526
51041,1.8225327
51042,1.8446999
51043,1.7092403
51044,1.8997027
51045,1.9075947
51046,1.9411874
51047,1.9553999
51048,1.6999096
51049,2.1327255
51050,2.185532
51051,2.3105102
51052,1.8774979
51053,1.8290129
51054,1.7566934
51055,2.0215597
51056,1.350251
51057,1.9614819
51058,1.7302641
51059,2.2086256
51060,1.837838
51061,1.6664827
51062,2.4613397
51063,2.6095676
51064,2.3719454
51065,1.7837666
51066,1.8704684
51067,1.6613708
51068,1.7881441
51069,2.0643854
51070,1.7686164
51071,2.0015087
51072,1.5564202
51073,1.6889229
51074,2.2029293
51075,1.726182
51076,1.1941671
51077,2.63474
51078,2.1465015
51079,1.4872231
51080,1.736388
51081,1.5800991
51082,2.4200459
51083,1.7303538
51084,2.000162
51085,1.3705821
51086,1.4178164
51087,1.7209631
51088,2.0456538
51089,1.4241459
51090,2.2040915
51091,1.7888865
51092,1.6599612
51093,1.4774315
51094,1.1451793
51095,1.3573313
51096,1.7280066
51097,1.8012875
51098,1.9465609
51099,1.5922256
51100,1.4957464
51101,2.3864198
51102,2.5926847
51103,2.1927717
51104,2.307808
51105,1.7473756
51106,1.9339654
51107,1.9020507
51108,1.5265806
51109,1.6831719
51110,1.5345626
51111,1.747287
51112,1.4333813
51113,1.4436637
51114,1.9438264
51115,2.3644636
51116,2.1874683
51117,1.6548916
51118,1.2691884
51119,1.982043
51120,1.6171789
51121,2.471978
51122,2.2001235
51123,1.8013997
51124,2.0492022
51125,1.1890428
51126,2.2731092
51127,1.7560134
51128,1.5841162
51129,2.3757298
51130,1.9987025
51131,2.137669
51132,2.2677345
51133,2.2729437
51134,2.025552
51135,2.1579423
51136,1.5078393
51137,1.3965614
51138,2.4228454
51139,1.1895542
51140,1.9286442
51141,1.4078054
51142,1.9119639
51143,1.5761414
51144,1.880816
51145,1.521673
51146,1.8541348
51147,2.2729201
51148,2.0790899
51149,2.1858447
51150,1.6135199
51151,1.6355371
51152,2.2186596
51153,2.1211233
51154,1.8271102
51155,1.7319802
51156,1.7121398
51157,2.080177
51158,2.207396
51159,1.385126
51160,1.988467
51161,1.8393552
51162,1.800595
51163,1.9203863
51164,1.8681012
51165,2.3837063
51166,2.3496294
51167,1.7643329
51168,1.8049108
51169,2.2803817
51170,2.4278274
51171,1.5661998
51172,1.8088388
51173,2.644815
51174,1.7529261
51175,1.9417144
51176,1.5859028
51177,1.3662283
51178,2.4668496
51179,1.9323131
51180,2.0198517
51181,1.8317755
51182,2.1222088
51183,1.563748
51184,2.4550927
51185,2.3797367
51186,2.3563528
51187,1.2460366
51188,1.8519316
51189,2.210053
51190,1.920433
51191,1.9133482
51192,1.8155825
51193,1.7841895
51194,2.079782
51195,1.9024563
51196,1.6904612
51197,1.9150126
51198,2.1556559
51199,2.492747
51200,1.7607818
51201,2.0187488
51202,1.648372
51203,2.1480665
51204,1.7474308
51205,2.107171
51206,1.6547139
51207,1.9869504
51208,1.8428717
51209,2.2314157
51210,2.2830582
51211,2.0470624
51212,1.8088539
51213,1.4988307
51214,1.3753728
51215,2.411627
51216,1.9335774
51217,2.110045
51218,2.0772018
51219,2.3539727
51220,1.748909
51221,1.678571
51222,1.8169351
51223,1.7652059
51224,1.5385948
51225,2.2223983
51226,1.6993448
51227,1.7353169
51228,1.9057336
51229,2.5110226
51230,2.1033227
51231,1.8623823
51232,1.9226575
51233,2.0685143
51234,1.7520964
51235,2.06397
51236,1.9962301
51237,1.9605715
51238,2.2568865
51239,1.8408022
51240,1.7778445
51241,2.3352919
51242,1.9515173
51243,2.3105464
51244,1.4925351
51245,2.2230859
51246,2.0976293
51247,1.7305417
51248,1.9918282
51249,1.6812428
51250,2.4202042
51251,1.866957
51252,2.2805111
51253,2.0537612
51254,1.4807527
51255,2.216504
51256,1.6679422
51257,1.6166391
51258,2.000883
51259,1.5242515
51260,2.1372738
51261,2.0521605
51262,1.5808971
51263,2.26373
51264,2.0235763
51265,1.4788526
51266,1.5555308
51267,1.5372393
51268,2.0590444
51269,1.7287419
51270,1.260977
51271,2.1575747
51272,1.7219851
51273,1.8249501
51274,1.7695574
51275,2.1262193
51276,1.3561809
51277,1.7760534
51278,1.918635
51279,1.5588855
51280,1.6707623
51281,1.850241
51282,2.2304447
51283,2.0781772
51284,1.592191
51285,1.9391658
51286,2.4457679
51287,1.6660156
51288,1.8152666
51289,1.6917126
51290,1.4613609
51291,1.4436741
51292,1.5456114
51293,1.7666031
51294,1.9679406
51295,2.2844722
51296,1.3053384
51297,2.5567396
51298,1.3836422
51299,1.8801348
51300,2.32768
51301,1.660208
51302,2.0177832
51303,2.4067605
51304,1.4811126
51305,2.2965658
51306,2.6644118
51307,1.6303366
51308,2.2323
51309,1.7160006
51310,1.4502356
51311,2.2719023
51312,1.6152563
51313,2.5316532
51314,1.649956
51315,2.0457554
51316,2.3112142
51317,2.1490316
51318,1.8226521
51319,2.4221234
51320,1.1548216
51321,2.3176613
51322,2.362136
51323,1.7596656
51324,1.718031
51325,1.6748037
51326,1.924643
51327,2.4735556
51328,2.326894
51329,1.2895197
51330,1.243891
51331,2.1750388
51332,1.7427051
51333,2.2441337
51334,2.070694
51335,1.7616994
51336,1.5802162
51337,2.1964498
51338,1.6473781
51339,1.6829962
51340,2.1108832
51341,1.240212
51342,2.4066298
51343,2.1805573
51344,2.1105154
51345,1.4770108
51346,1.6766485
51347,1.5630307
51348,1.8628845
51349,1.3699423
51350,2.5716932
51351,1.3605751
51352,2.344934
51353,1.9619043
51354,1.932333
51355,2.1823833
51356,1.4509518
51357,1.6075374
51358,2.1095133
51359,1.9153818
51360,1.7099426
51361,1.9379967
51362,1.6044755
51363,1.8971337
51364,1.408276
51365,2.2533622
51366,2.0360496
51367,1.7901185
51368,2.1577206
51369,2.0426674
51370,1.5477062
51371,2.4155872
51372,2.3946176
51373,1.5479887
51374,2.0066328
51375,2.2708917
51376,2.4958324
51377,2.472931
51378,1.6121968
51379,1.6505264
51380,2.072546
51381,1.7855415
51382,2.1499262
51383,1.8147779
51384,1.625404
51385,1.134661
51386,1.658773
51387,1.8849733
51388,1.1356881
51389,2.5308583
51390,1.6501132
51391,1.954191
51392,1.7856139
51393,2.1297717
51394,1.6750659
51395,2.0249376
51396,1.3123574
51397,1.5687591
51398,1.528893
51399,1.7227352
51400,2.0226746
51401,1.8821974
51402,2.2385826
51403,2.0975306
51404,1.7979839
51405,1.6270723
51406,1.6317075
51407,1.4296722
51408,2.2645564
51409,2.072268
51410,1.1771396
51411,1.9752692
51412,2.2977762
51413,1.6790642
51414,2.033721
51415,2.2403448
51416,1.6272831
51417,2.0159278
51418,1.8254097
51419,2.0522594
51420,2.5955281
51421,2.295869
51422,1.7698581
51423,1.9829144
51424,1.9526914
51425,2.1909556
51426,2.2040436
51427,1.7445555
51428,2.481648
51429,1.6230943
51430,1.7501391
51431,1.595118
51432,1.3726834
51433,1.5878876
51434,2.385196
51435,1.853929
51436,2.062148
51437,1.069896
51438,2.155719
51439,2.0953777
51440,1.9859791
51441,2.4522395
51442,1.7431856
51443,2.0028963
51444,1.5419278
51445,1.6448956
51446,2.3819745
51447,2.033638
51448,2.0623527
51449,1.4557048
51450,1.5440624
51451,1.3361045
51452,1.133142
51453,1.8058217
51454,1.6607537
51455,1.5261536
51456,1.3553234
51457,1.5689552
51458,2.40042
51459,1.9351183
51460,2.7108524
51461,2.1197362
51462,2.4616773
51463,1.699188
51464,2.2150834
51465,2.5798042
51466,1.8821411
51467,1.3812346
51468,1.8468177
51469,2.3088846
51470,1.5344211
51471,2.0801
51472,2.2743173
51473,1.8335901
51474,2.2078378
51475,2.2889333
51476,1.4523242
51477,2.35326
51478,1.8702543
51479,1.6122993
51480,2.670047
51481,1.8487386
51482,2.1026025
51483,1.9315873
51484,1.481348
51485,1.9038007
51486,1.935092
51487,1.8632007
51488,2.3839054
51489,1.625577
51490,1.6171709
51491,2.125173
51492,2.0210304
51493,1.725961
51494,1.5699866
51495,1.3684868
51496,1.7834952
51497,1.8493736
51498,1.7235136
51499,1.7510233
51500,2.0862567
51501,1.473368
51502,1.8221052
51503,2.3671
51504,2.1322403
51505,1.5611539
51506,1.514353
51507,1.9371915
51508,1.5737545
51509,1.5007048
51510,1.8465772
51511,2.186063
51512,2.0007086
51513,2.1547046
51514,2.2045078
51515,1.9528515
51516,1.6588006
51517,2.27509
51518,2.243994
51519,1.9528605
51520,1.6753463
51521,2.0535846
51522,1.6104612
51523,1.9088197
51524,1.5224473
51525,1.7353132
51526,1.7639413
51527,1.1993179
51528,1.7649379
51529,2.4428267
51530,2.0079184
51531,2.1444955
51532,1.9265465
51533,2.2990947
51534,1.2775056
51535,1.9363014
51536,2.0799537
51537,1.5542338
51538,2.0180886
51539,2.234619
51540,2.0033002
51541,1.4202285
51542,2.14514
51543,1.3717623
51544,1.5041227
51545,1.730573
51546,1.9859447
51547,2.070321
51548,1.9533832
51549,1.6574012
51550,1.6152102
51551,1.2934722
51552,1.3560675
51553,2.1644242
51554,2.0006542
51555,1.9828985
51556,1.7818812
51557,2.0998244
51558,1.853419
51559,1.7270553
51560,1.8701458
51561,1.761066
51562,1.3732123
51563,1.8907324
51564,1.831079
51565,1.6780775
51566,1.9076672
51567,2.0090659
51568,1.7876842
51569,1.8785157
51570,1.6863537
51571,2.0048232
51572,2.6284873
51573,1.9868821
51574,1.4274848
51575,0.8416872
51576,1.8900883
51577,2.1228979
51578,1.5029255
51579,1.7241813
51580,1.9288332
51581,1.9011421
51582,1.3435258
51583,1.410146
51584,1.7122643
51585,1.6768593
51586,2.1535277
51587,1.8629385
51588,1.1295497
51589,2.1408072
51590,2.0096626
51591,1.8715777
51592,2.1449602
51593,1.8223732
51594,1.0753849
51595,1.9367497
51596,1.6338243
51597,2.108193
51598,2.0492473
51599,1.9103537
51600,2.2684398
51601,1.851666
51602,1.5889951
51603,1.5382731
51604,1.7071376
51605,1.9117472
51606,1.5654784
51607,1.7203574
51608,1.4872651
51609,1.719572
51610,1.6715208
51611,1.4484746
51612,1.4696088
51613,2.3502612
51614,2.1426182
51615,1.8134677
51616,2.554656
51617,1.7123584
51618,1.5035185
51619,1.6889732
51620,1.2355065
51621,1.9396775
51622,1.7848971
51623,2.3196921
51624,1.5343218
51625,1.8411567
51626,1.3451127
51627,1.7781397
51628,1.5612421
51629,1.6278751
51630,1.6712211
51631,1.4296212
51632,1.5788453
51633,2.0568366
51634,1.5986038
51635,2.5339696
51636,2.1301162
51637,2.0071855
51638,2.4578047
51639,1.9020237
51640,1.367099
51641,2.0233014
51642,1.8549317
51643,2.0545957
51644,2.2323918
51645,2.0511684
51646,1.8413365
51647,1.8267984
51648,1.59033
51649,2.3325272
51650,1.6485189
51651,2.2226403
51652,1.9987209
51653,1.5095255
51654,1.5920962
51655,1.5607978
51656,2.6041653
51657,1.6333028
51658,1.2537448
51659,1.3229623
51660,1.9784175
51661,1.698256
51662,2.397295
51663,1.7269657
51664,1.4685512
51665,1.9194006
51666,1.3396102
51667,1.8494822
51668,1.4548047
51669,1.7019821
51670,2.026672
51671,1.7720921
51672,1.4409951
51673,2.2292392
51674,1.8943791
51675,2.378644
51676,1.8768504
51677,1.5177543
51678,2.1812768
51679,2.151637
51680,1.9633512
